packName,color,text,pick,official
CAH: Green Box Expansion,black,Why am I laughing and crying and taking off my clothes?,1,true
CAH: Green Box Expansion,black,"With a one-time gift of just $10, you can save this child from _.",1,true
CAH: Green Box Expansion,black,You know who else liked _? Hitler.,1,true
CAH: Green Box Expansion,black,You won't believe what's in my pussy. It's _.,1,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),white,A juicy lil' booty going poot-poot-pooty.,,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),white,Aborted boat babies going overboard.,,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),white,Dumping Mountain Dew Baja Blas all over my gorgeous natural titties.,,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),white,Getting radicalized on YouTube.,,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),white,Getting spit on by one hundred women.,,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),white,Sitting atop a pile of tuna like some kind of tuna queen.,,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),white,"Watching the show Frasier"" and feeling the emotion ""pleasure.""",,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),black,HELP WANTED: Need assistance with _. No experience necessary.,1,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),black,"Oh, whoops! These are not the right pants for _.",1,true
CAH: Hidden Gems Bundle: A Few New Cards We Crammed Into This Bundle Pack (Amazon Exclusive),black,You want _? You can't handle _[SAME CARD AGAIN]_!,3,true
CAH: Human Pack,white,A pointless job at a soulless corporation.,,true
CAH: Human Pack,white,Being terrified of a single bee.,,true
CAH: Human Pack,white,Being young and in love in New York City.,,true
CAH: Human Pack,white,Chemotherapy.,,true
CAH: Human Pack,white,Delighting in the pain of others.,,true
CAH: Human Pack,white,Forming a monogamous pairbond.,,true
CAH: Human Pack,white,Getting my butt trapped hilariously in a tuba.,,true
CAH: Human Pack,white,Getting sad for no reason.,,true
CAH: Human Pack,white,Good ol' fashioned face-to-face conversation.,,true
CAH: Human Pack,white,Harnessing the power of steam!!!,,true
CAH: Human Pack,white,How good this cantaloupe feels on my penis.,,true
CAH: Human Pack,white,"Just hangin' out, ya know?",,true
CAH: Human Pack,white,Like 50 mosquito bites.,,true
CAH: Human Pack,white,Losing a loved one to Fox News.,,true
CAH: Human Pack,white,Really tall people.,,true
CAH: Human Pack,white,"Saying ""what's that?"" And then stealing a french fry.",,true
CAH: Human Pack,white,Sucking all the oil out of the planet and fucking off to Mars.,,true
CAH: Human Pack,white,The bomb strapped to my chest.,,true
CAH: Human Pack,white,The joy of song.,,true
CAH: Human Pack,white,The salmon.,,true
CAH: Human Pack,white,The unspeakable horrors of factory farming.,,true
CAH: Human Pack,white,The whole Jeffrey Epstein thing.,,true
CAH: Human Pack,white,This horrible thing called twitter.,,true
CAH: Human Pack,white,Three hours of pimple-popping videos.,,true
CAH: Human Pack,white,Unwelcome sexual attention from grown men.,,true
CAH: Human Pack,white,Using words to communicate.,,true
CAH: Human Pack,white,War with China.,,true
CAH: Human Pack,white,Watching the life drain from the eyes of my son's killer.,,true
CAH: Human Pack,black,"Do not go gentle into that good night. Rage, rage against _?",1,true
CAH: Human Pack,black,"Sure, sex is great, but have you tried _?",1,true
CAH: Main Deck,white,A comprehensive understanding of the Irish backstop.,,true
CAH: Main Deck,white,A deep-rooted fear of the working class.,,true
CAH: Main Deck,white,A general lack of purpose.,,true
CAH: Main Deck,white,A Ginsters pasty and three cans of Monsters Energy.,,true
CAH: Main Deck,white,A meat raffle!,,true
CAH: Main Deck,white,A slightly salty toad in the hole.,,true
CAH: Main Deck,white,Ainsley Harriott.,,true
CAH: Main Deck,white,All my gentleman suitors.,,true
CAH: Main Deck,white,"Barely making £15,000 a year.",,true
CAH: Main Deck,white,Being a witch.,,true
CAH: Main Deck,white,Being fucking stupid.,,true
CAH: Main Deck,white,"Blood, sweat, and tears.",,true
CAH: Main Deck,white,Brutal austerity.,,true
CAH: Main Deck,white,cunninglus,,true
CAH: Main Deck,white,Danny Dyer.,,true
CAH: Main Deck,white,Discovering he's a Tory.,,true
CAH: Main Deck,white,Flat out not giving a shit.,,true
CAH: Main Deck,white,Getting the same Boots Meal Deal every day for six years.,,true
CAH: Main Deck,white,James fucking Cordon.,,true
CAH: Main Deck,white,Licking the Queen.,,true
CAH: Main Deck,white,"Martin Lewis, Money Saving Expert.",,true
CAH: Main Deck,white,"My Uber driver, Ajay.",,true
CAH: Main Deck,white,Nicki Minaj.,,true
CAH: Main Deck,white,Ryanair.,,true
CAH: Main Deck,white,Scottish independence.,,true
CAH: Main Deck,white,Sitting in a jar of vinegar all night because I am gherkin.,,true
CAH: Main Deck,white,Slapping your knees to signal your imminent departure.,,true
CAH: Main Deck,white,The bastard seagull who stole my chips.,,true
CAH: Main Deck,white,The Hair Plug Club,,true
CAH: Main Deck,white,The petty troubles of the aristrocracy.,,true
CAH: Main Deck,white,The Smell of a Primark.,,true
CAH: Main Deck,white,The Strictly Come Dancing final.,,true
CAH: Main Deck,white,The Welsh.,,true
CAH: Main Deck,white,Waking up half-naked in a Wetherspoons car park.,,true
CAH: Main Deck,black,"Channel 4 presents ""_: the Story of _.""",2,true
CAH: Main Deck,black,"Dear Agony Aunt, I'm having some trouble with _ and would like your advice.",1,true
CAH: Main Deck,black,"Hey guys, welcome to TGI Fridays! Would you like to start the night off right with _?",1,true
CAH: Main Deck,black,"Mate, do not go in that toilet. There's _ in there.",1,true
CAH: Main Deck,black,"This season at the Old Vic, Samuel Beckett's classic existential play: Waiting for _.",1,true
CAH: Procedurally-Generated Cards,white,A cranky CEO with the world's biggest dingus.,,true
CAH: Procedurally-Generated Cards,white,A cranky congressman with an impressive scrotum.,,true
CAH: Procedurally-Generated Cards,white,A cranky god with a crappy asshole.,,true
CAH: Procedurally-Generated Cards,white,A cranky god with the world's smallest pecker.,,true
CAH: Procedurally-Generated Cards,white,A cranky hunk with a perfectly-formed asshole.,,true
CAH: Procedurally-Generated Cards,white,A cranky nerd with a sopping wet dick.,,true
CAH: Procedurally-Generated Cards,white,A cranky superhero with a surprisingly large cock.,,true
CAH: Procedurally-Generated Cards,white,A cranky surgeon with a glorious pussy.,,true
CAH: Procedurally-Generated Cards,white,A dad with a creamy asshole.,,true
CAH: Procedurally-Generated Cards,white,A dentist with a sopping wet pecker.,,true
CAH: Procedurally-Generated Cards,white,A fat Batman with a sopping wet scrotum.,,true
CAH: Procedurally-Generated Cards,white,A fat cop with a surprisingly large erection.,,true
CAH: Procedurally-Generated Cards,white,A fat guy with a beautiful scrotum.,,true
CAH: Procedurally-Generated Cards,white,A fat hipster with a beautiful asshole.,,true
CAH: Procedurally-Generated Cards,white,A fat horse with a crappy scrotum.,,true
CAH: Procedurally-Generated Cards,white,A fat horse with a spectacular ballsack.,,true
CAH: Procedurally-Generated Cards,white,A fat nerd with the world's biggest dingus.,,true
CAH: Procedurally-Generated Cards,white,A fat nurse with a surprisingly large anus.,,true
CAH: Procedurally-Generated Cards,white,A fat school teacher with an infinite twat.,,true
CAH: Procedurally-Generated Cards,white,A fat surgeon with a creamy dingus.,,true
CAH: Procedurally-Generated Cards,white,A fat wizard with a tremendous vagina.,,true
CAH: Procedurally-Generated Cards,white,A funny little boss with an epic pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A funny little bro with a glorious pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A gay CEO with a shit-covered dong.,,true
CAH: Procedurally-Generated Cards,white,A gay cop with a sopping wet asshole.,,true
CAH: Procedurally-Generated Cards,white,A gay donkey with an infinite dong.,,true
CAH: Procedurally-Generated Cards,white,A gay fireman with a sopping wet vagina.,,true
CAH: Procedurally-Generated Cards,white,A gay fireman with an impressive anus.,,true
CAH: Procedurally-Generated Cards,white,A gay hipster with an impressive taint.,,true
CAH: Procedurally-Generated Cards,white,A gay nurse with a glorious anus.,,true
CAH: Procedurally-Generated Cards,white,A gay prince with a crappy butthole.,,true
CAH: Procedurally-Generated Cards,white,A gay prince with a sopping wet vagina.,,true
CAH: Procedurally-Generated Cards,white,A gay prince with history's greatest cock.,,true
CAH: Procedurally-Generated Cards,white,A gay Republican with a beautiful dick.,,true
CAH: Procedurally-Generated Cards,white,A gay superhero with a creamy vagina.,,true
CAH: Procedurally-Generated Cards,white,A gay wizard with an inspiring asshole.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous cop with a sopping wet penis.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous cop with a surprisingly large pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous dancer with an impressive erection.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous dragon with a spectacular twat.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous garbageman with a perfectly-formed dong.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous grandfather with history's greatest butthole.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous mom with a beautiful erection.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous nurse with an extra pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A gorgeous plumber with a spectacular taint.,,true
CAH: Procedurally-Generated Cards,white,A grandfather with a creamy dingus.,,true
CAH: Procedurally-Generated Cards,white,A happy baseball player with quite a clit.,,true
CAH: Procedurally-Generated Cards,white,A happy bro with an infinite cock.,,true
CAH: Procedurally-Generated Cards,white,A happy dancer with an impressive scrotum.,,true
CAH: Procedurally-Generated Cards,white,A happy god with a wonderful clitoris.,,true
CAH: Procedurally-Generated Cards,white,A happy grandma with a surprisingly large penis.,,true
CAH: Procedurally-Generated Cards,white,A happy guy with a chocolate-covered taint.,,true
CAH: Procedurally-Generated Cards,white,"A happy President with a tiny, upsetting dong.",,true
CAH: Procedurally-Generated Cards,white,A happy priest with a hairy pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A happy Rabbi with a chocolate-covered ballsack.,,true
CAH: Procedurally-Generated Cards,white,"A happy Rabbi with a tiny, upsetting butthole.",,true
CAH: Procedurally-Generated Cards,white,A happy Rabbi with an epic erection.,,true
CAH: Procedurally-Generated Cards,white,A happy Republican with a perfectly-formed butthole.,,true
CAH: Procedurally-Generated Cards,white,A happy wizard with the world's biggest dick.,,true
CAH: Procedurally-Generated Cards,white,A happy woman with a beautiful dick.,,true
CAH: Procedurally-Generated Cards,white,A happy woman with a shit-covered cock.,,true
CAH: Procedurally-Generated Cards,white,A hard working nerd with a weird scrotum.,,true
CAH: Procedurally-Generated Cards,white,A hard-working garbageman with a tremendous taint.,,true
CAH: Procedurally-Generated Cards,white,A hard-working grandfather with a surprisingly large dingus.,,true
CAH: Procedurally-Generated Cards,white,A hard-working guy with a crappy clitoris.,,true
CAH: Procedurally-Generated Cards,white,A hard-working hunk with a tremendous vagina.,,true
CAH: Procedurally-Generated Cards,white,A hard-working milkman with a tremendous cock.,,true
CAH: Procedurally-Generated Cards,white,A hard-working milkman with an impressive dick.,,true
CAH: Procedurally-Generated Cards,white,A hard-working milkman with the world's smallest vagina.,,true
CAH: Procedurally-Generated Cards,white,A hard-working nerd with a weird scrotum.,,true
CAH: Procedurally-Generated Cards,white,A hard-working superhero with an extra asshole.,,true
CAH: Procedurally-Generated Cards,white,A hard-working woman with the world's biggest dong.,,true
CAH: Procedurally-Generated Cards,white,"A horny dentist with a tiny, upsetting pair of tits.",,true
CAH: Procedurally-Generated Cards,white,A horny farmer with a weird cock.,,true
CAH: Procedurally-Generated Cards,white,A horny garbageman with a chocolate-covered clitoris.,,true
CAH: Procedurally-Generated Cards,white,A horny grandfather with a glistening erection.,,true
CAH: Procedurally-Generated Cards,white,A horny grandfather with a smooth dong.,,true
CAH: Procedurally-Generated Cards,white,A horny guy with a wonderful ballsack.,,true
CAH: Procedurally-Generated Cards,white,A horny mom with an infinite cock.,,true
CAH: Procedurally-Generated Cards,white,A horny Republican with an impressive butthole.,,true
CAH: Procedurally-Generated Cards,white,A horny surgeon with a weird dong.,,true
CAH: Procedurally-Generated Cards,white,A horny woman with a shit-covered dingus.,,true
CAH: Procedurally-Generated Cards,white,A horny woman with a surprisingly large penis.,,true
CAH: Procedurally-Generated Cards,white,A horny woman with a wonderful clitoris.,,true
CAH: Procedurally-Generated Cards,white,A hot baseball player with a weird asshole.,,true
CAH: Procedurally-Generated Cards,white,A hot bro with a hairy dick.,,true
CAH: Procedurally-Generated Cards,white,A hot congressman with a smooth clitoris.,,true
CAH: Procedurally-Generated Cards,white,A hot congressman with history's greatest asshole.,,true
CAH: Procedurally-Generated Cards,white,A hot god with a beautiful scrotum.,,true
CAH: Procedurally-Generated Cards,white,A hot grandfather with an extra scrotum.,,true
CAH: Procedurally-Generated Cards,white,A hot hipster with the world's biggest ballsack.,,true
CAH: Procedurally-Generated Cards,white,A hot hipster with the world's smallest pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A hot novelist with a crappy dick.,,true
CAH: Procedurally-Generated Cards,white,A hot priest with a shit-covered dingus.,,true
CAH: Procedurally-Generated Cards,white,A hot school teacher with an inspiring vagina.,,true
CAH: Procedurally-Generated Cards,white,A huge bro with a glorious taint.,,true
CAH: Procedurally-Generated Cards,white,A huge cop with a perfectly-formed clitoris.,,true
CAH: Procedurally-Generated Cards,white,A huge dad with a smooth penis.,,true
CAH: Procedurally-Generated Cards,white,"A huge dragon with a tiny, upsetting pussy.",,true
CAH: Procedurally-Generated Cards,white,A huge fireman with history's greatest anus.,,true
CAH: Procedurally-Generated Cards,white,A huge god with a perfectly-formed taint.,,true
CAH: Procedurally-Generated Cards,white,A huge hipster with a perfectly-formed pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A huge Rabbi with the world's biggest cock.,,true
CAH: Procedurally-Generated Cards,white,A huge school teacehr with an infinite pussy.,,true
CAH: Procedurally-Generated Cards,white,A huge surgeon with a hairy scrotum.,,true
CAH: Procedurally-Generated Cards,white,A huge woman with an impressive penis.,,true
CAH: Procedurally-Generated Cards,white,A laid-back boss with an inspiring pussy.,,true
CAH: Procedurally-Generated Cards,white,A laid-back congressman with a perfectly-formed taint.,,true
CAH: Procedurally-Generated Cards,white,A laid-back dad with a smooth clitoris.,,true
CAH: Procedurally-Generated Cards,white,A laid-back dog with the world's smallest scrotum.,,true
CAH: Procedurally-Generated Cards,white,A laid-back doneky with a spectacular erection.,,true
CAH: Procedurally-Generated Cards,white,A laid-back donkey with a spectacular scrotum.,,true
CAH: Procedurally-Generated Cards,white,A laid-back grandfather with a surprisingly large asshole.,,true
CAH: Procedurally-Generated Cards,white,A laid-back hipster with a crappy ballsack.,,true
CAH: Procedurally-Generated Cards,white,A laid-back horse with a wonderful scrotum.,,true
CAH: Procedurally-Generated Cards,white,A laid-back President with the world's biggest vagina.,,true
CAH: Procedurally-Generated Cards,white,A laid-back priest with a tremendous ballsack.,,true
CAH: Procedurally-Generated Cards,white,A laid-back prince with the world's biggest butthole.,,true
CAH: Procedurally-Generated Cards,white,"A laid-back Rabbi with a tiny, upsetting erection.",,true
CAH: Procedurally-Generated Cards,white,A laid-back school teacher with an impressive butthole.,,true
CAH: Procedurally-Generated Cards,white,A laid-back superhero with an extra taint.,,true
CAH: Procedurally-Generated Cards,white,A laid-back superhero with the world's biggest anus.,,true
CAH: Procedurally-Generated Cards,white,A laidback horse with a crappy twat.,,true
CAH: Procedurally-Generated Cards,white,A large dog with a weird taint.,,true
CAH: Procedurally-Generated Cards,white,A large farmer with a surprisingly large taint.,,true
CAH: Procedurally-Generated Cards,white,A large garbageman with an infinite dong.,,true
CAH: Procedurally-Generated Cards,white,A large hipster with a crappy erection.,,true
CAH: Procedurally-Generated Cards,white,A large hipster with a weird ballsack.,,true
CAH: Procedurally-Generated Cards,white,A lonely Batman with a crappy dingus.,,true
CAH: Procedurally-Generated Cards,white,A lonely boss with a wonderful asshole.,,true
CAH: Procedurally-Generated Cards,white,A lonely dentist with an inspiring taint.,,true
CAH: Procedurally-Generated Cards,white,A lonely farmer with a glorious pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A lonely fireman with a chocolate-covered dong.,,true
CAH: Procedurally-Generated Cards,white,A lonely god with an extra pussy.,,true
CAH: Procedurally-Generated Cards,white,A lonely nurse with an epic pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A mean CEO with a wonderful taint.,,true
CAH: Procedurally-Generated Cards,white,A mean garbageman with a smooth erection.,,true
CAH: Procedurally-Generated Cards,white,A mean grandfater with a perfectly-formed clitoris.,,true
CAH: Procedurally-Generated Cards,white,A mean grandfather with a chocolate-covered dong.,,true
CAH: Procedurally-Generated Cards,white,A mean nerd with a creamy twat.,,true
CAH: Procedurally-Generated Cards,white,A mean nerd with an epic anus.,,true
CAH: Procedurally-Generated Cards,white,A mean plumber with an impressive vagina.,,true
CAH: Procedurally-Generated Cards,white,A mean President with a perfectly-formed clitoris.,,true
CAH: Procedurally-Generated Cards,white,A mean school teacher with a glistening butthole.,,true
CAH: Procedurally-Generated Cards,white,A moaning fireman with an infinite anus.,,true
CAH: Procedurally-Generated Cards,white,A moaning garbageman with a glistening asshole.,,true
CAH: Procedurally-Generated Cards,white,A moaning god with a smooth dick.,,true
CAH: Procedurally-Generated Cards,white,A moaning mom with a shit-covered ballsack.,,true
CAH: Procedurally-Generated Cards,white,A moaning novelist with a smooth dingus.,,true
CAH: Procedurally-Generated Cards,white,A moaning nurse with a shit-covered butthole.,,true
CAH: Procedurally-Generated Cards,white,A moaning nurse with a tremendous dingus.,,true
CAH: Procedurally-Generated Cards,white,A moaning wizard with a sopping wet asshole.,,true
CAH: Procedurally-Generated Cards,white,A muscular Batman with a tremendous ballsack.,,true
CAH: Procedurally-Generated Cards,white,A muscular cop with an epic pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A muscular garbageman with a sopping wet pussy.,,true
CAH: Procedurally-Generated Cards,white,A muscular god with a hairy erection.,,true
CAH: Procedurally-Generated Cards,white,A muscular hunk with an epic asshole.,,true
CAH: Procedurally-Generated Cards,white,A muscular milkman with a glistening dick.,,true
CAH: Procedurally-Generated Cards,white,A muscular prince with a glorious anus.,,true
CAH: Procedurally-Generated Cards,white,A muscular prince with a spectacular twat.,,true
CAH: Procedurally-Generated Cards,white,A muscular woman with the world's biggest pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A regular garbageman with a creamy pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A regular grandfather with a creamy dingus.,,true
CAH: Procedurally-Generated Cards,white,A regular hipster with an extra dingus.,,true
CAH: Procedurally-Generated Cards,white,A regular prince with an extra taint.,,true
CAH: Procedurally-Generated Cards,white,A regular Rabbi with a chocolate-covered pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A regular Rabbi with a glistening scrotum.,,true
CAH: Procedurally-Generated Cards,white,A sad astronaut with a creamy cock.,,true
CAH: Procedurally-Generated Cards,white,A sad boss with a weird dingus.,,true
CAH: Procedurally-Generated Cards,white,A sad god with a shit-covered pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A sad hunk with an extra ballsack.,,true
CAH: Procedurally-Generated Cards,white,A sad mom with a glorius anus.,,true
CAH: Procedurally-Generated Cards,white,A sad nerd with a glorious vagina.,,true
CAH: Procedurally-Generated Cards,white,A sad novelist with history's greatest penis.,,true
CAH: Procedurally-Generated Cards,white,A sad superhero with a sopping wet anus.,,true
CAH: Procedurally-Generated Cards,white,A sexy dog with a sopping wet cock.,,true
CAH: Procedurally-Generated Cards,white,A sexy dragon with a spectacular ballsack.,,true
CAH: Procedurally-Generated Cards,white,A sexy farmer with a creamy penis.,,true
CAH: Procedurally-Generated Cards,white,A sexy guy with an epic penis.,,true
CAH: Procedurally-Generated Cards,white,A sexy husband with a surprisingly large dong.,,true
CAH: Procedurally-Generated Cards,white,A sexy milkman with a perfectly-formed erection.,,true
CAH: Procedurally-Generated Cards,white,A smiling bro with a glistening cock.,,true
CAH: Procedurally-Generated Cards,white,A smiling farmer with the world's biggest pussy.,,true
CAH: Procedurally-Generated Cards,white,A smiling prince with a sopping wet dingus.,,true
CAH: Procedurally-Generated Cards,white,A smiling Rabbi with a weird ballsack.,,true
CAH: Procedurally-Generated Cards,white,A smiling school teacher with history's greatest twat.,,true
CAH: Procedurally-Generated Cards,white,A tall boss with a creamy pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A tall milkman with a sopping wet ballsack.,,true
CAH: Procedurally-Generated Cards,white,A tall nurse with a hairy penis.,,true
CAH: Procedurally-Generated Cards,white,A tall nurse with a spectacular ballsack.,,true
CAH: Procedurally-Generated Cards,white,A tall President with an infinite vagina.,,true
CAH: Procedurally-Generated Cards,white,A tall Rabbi with the world's biggest vagina.,,true
CAH: Procedurally-Generated Cards,white,A tall Republican with a glorious cock.,,true
CAH: Procedurally-Generated Cards,white,A tall Republican with a spectacular pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A tall surgeon with an inspiring dick.,,true
CAH: Procedurally-Generated Cards,white,A tiny baseball player with a sopping wet scrotum.,,true
CAH: Procedurally-Generated Cards,white,"A tiny baseball player with a tiny, upsetting clit.",,true
CAH: Procedurally-Generated Cards,white,A tiny Batman with the world's smallest pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A tiny CEO with a chocolate-covered asshole.,,true
CAH: Procedurally-Generated Cards,white,A tiny dentist with a sopping wet taint.,,true
CAH: Procedurally-Generated Cards,white,A tiny fireman with a sopping wet cock.,,true
CAH: Procedurally-Generated Cards,white,A tiny guy with a wonderful taint.,,true
CAH: Procedurally-Generated Cards,white,A tiny prince with a perfectly-formed dick.,,true
CAH: Procedurally-Generated Cards,white,A tiny Republican with an impressive pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A tiny school teacher with history's greatest pair of tits.,,true
CAH: Procedurally-Generated Cards,white,A tiny woman with a chocolate-covered cock.,,true
CAH: Procedurally-Generated Cards,white,A trembling dog with history's greatest penis.,,true
CAH: Procedurally-Generated Cards,white,A trembling farmer with a wonderful scrotum.,,true
CAH: Procedurally-Generated Cards,white,A trembling grandfather with history's greatest twat.,,true
CAH: Procedurally-Generated Cards,white,A trembling guy with an extra erection.,,true
CAH: Procedurally-Generated Cards,white,A trembling hunk with history's greatest twat.,,true
CAH: Procedurally-Generated Cards,white,A trembling milkman with a perfectly-formed erection.,,true
CAH: Procedurally-Generated Cards,white,A trembling mom with a shit-covered asshole.,,true
CAH: Procedurally-Generated Cards,white,A trembling Republican with a glorious dong.,,true
CAH: Procedurally-Generated Cards,white,A trembling teacher with a weird ballsack.,,true
CAH: Procedurally-Generated Cards,white,A trembling woman with the world's biggest asshole.,,true
CAH: Procedurally-Generated Cards,white,"A winking astronaut with a tiny, upsetting pecker.",,true
CAH: Procedurally-Generated Cards,white,A winking Batman with a crappy pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A winking CEO with a crappy asshole.,,true
CAH: Procedurally-Generated Cards,white,A winking congressman with a creamy asshole.,,true
CAH: Procedurally-Generated Cards,white,A winking dad with a creamy butthole.,,true
CAH: Procedurally-Generated Cards,white,A winking dude with an infinite erection.,,true
CAH: Procedurally-Generated Cards,white,A winking garbageman with a sopping wet pussy.,,true
CAH: Procedurally-Generated Cards,white,A winking garbageman with an infinite dong.,,true
CAH: Procedurally-Generated Cards,white,A winking god with a weird ballsack.,,true
CAH: Procedurally-Generated Cards,white,A winking milkman with a glorious pair of nipples.,,true
CAH: Procedurally-Generated Cards,white,A winking novelist with a tremendous dingus.,,true
CAH: Procedurally-Generated Cards,white,A winking Republican with a weird penis.,,true
CAH: Procedurally-Generated Cards,white,A winking woman with a creamy penis.,,true
CAH: Procedurally-Generated Cards,white,A wizard with a chocolate-covered scrotum.,,true
CAH: Procedurally-Generated Cards,white,An average dad with a tremendous ballsack.,,true
CAH: Procedurally-Generated Cards,white,An average dentist with a glorious scrotum.,,true
CAH: Procedurally-Generated Cards,white,An average dragon with a glistening clitoris.,,true
CAH: Procedurally-Generated Cards,white,An average farmer with an inspiring penis.,,true
CAH: Procedurally-Generated Cards,white,An average fireman with the world's smallest penis.,,true
CAH: Procedurally-Generated Cards,white,An average garbageman with an infinite vagina.,,true
CAH: Procedurally-Generated Cards,white,An eager cop with an extra ballsack.,,true
CAH: Procedurally-Generated Cards,white,An eager farmer with a beautiful pussy.,,true
CAH: Procedurally-Generated Cards,white,An eager hipster with a glistening cock.,,true
CAH: Procedurally-Generated Cards,white,An eager nerd with a crappy taint.,,true
CAH: Procedurally-Generated Cards,white,An eager nurse with a shit-covered taint.,,true
CAH: Procedurally-Generated Cards,white,An eager prince with a sopping wet twat.,,true
CAH: Procedurally-Generated Cards,white,An eager school teacher with a glorious cock.,,true
CAH: Procedurally-Generated Cards,white,An ordinary bro with a shit-covered penis.,,true
CAH: Procedurally-Generated Cards,white,An ordinary CEO with a perfectly-formed scrotum.,,true
CAH: Procedurally-Generated Cards,white,An ordinary cop with a chocolate-covered ballsack.,,true
CAH: Procedurally-Generated Cards,white,An ordinary dentist with the world's smallest vagina.,,true
CAH: Procedurally-Generated Cards,white,An ordinary dragon with a surprisingly large pair of tits.,,true
CAH: Procedurally-Generated Cards,white,An ordinary novelist with a smooth penis.,,true
CAH: Procedurally-Generated Cards,white,An ordinary prince with a beautiful pussy.,,true
CAH: Procedurally-Generated Cards,white,"An ordinary Republican with a tiny, upsetting cock.",,true
CAH: Procedurally-Generated Cards,white,An ordinary school teacher with a creamy clitoris.,,true
CAH: Procedurally-Generated Cards,white,An ordinary school teacher with a sopping wet butthole.,,true
CAH: Procedurally-Generated Cards,white,An ordinary woman with a glistening twat.,,true
CAH: Procedurally-Generated Cards,white,"An otherwise unremarkable baseball player with a tiny, upsetting twat.",,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable bro with a glorious pair of tits.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable dad with a sopping wet dingus.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable dragon with a smooth clitoris.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable god with a shit-covered vagina.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable milkman with a smooth asshole.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable mom with a glistening dingus.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable novelist with an impressive clitoris.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable nurse with history's greatest scrotum.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkable woman with an epic ballsack.,,true
CAH: Procedurally-Generated Cards,white,An otherwise unremarkablenurse with history's greatest scrotum.,,true
CAH: Procedurally-Generated Cards,white,Some kind of astronaut with quite a pussy.,,true
CAH: Procedurally-Generated Cards,white,Some kind of CEO with a smooth dick.,,true
CAH: Procedurally-Generated Cards,white,Some kind of congressman with a glistening cock.,,true
CAH: Procedurally-Generated Cards,white,Some kind of cop with a hairy dick.,,true
CAH: Procedurally-Generated Cards,white,Some kind of dad with a tremendous scrotum.,,true
CAH: Procedurally-Generated Cards,white,Some kind of dragon with a creamy twat.,,true
CAH: Procedurally-Generated Cards,white,Some kind of god with a surprising large asshole.,,true
CAH: Procedurally-Generated Cards,white,Some kind of hunk with a shit-covered dingus.,,true
CAH: Procedurally-Generated Cards,white,Some kind of milkman with a crappy dingus.,,true
CAH: Procedurally-Generated Cards,white,"Some kind of milkman with a tiny, upsetting penis.",,true
CAH: Procedurally-Generated Cards,white,Some kind of nurse with a creamy taint.,,true
